url,ok,source,title,podcast,audioUrl,sizeMB,contentType,acceptRanges,fetchMs,headMs,error
https://www.xiaoyuzhoufm.com/episode/69d8bbdfe2c8be3155dcc2fe,true,xyzcdn-regex,"135. 和自然选择创始人Tristan聊，Elys、赛博分身、灵魂、Context的获取与流动和AI社交网络","",https://media.xyzcdn.net/626b46ea9cbbf0451cf5a962/ltwEGwVo7grn_V-Rft0TXlMqmcty.m4a,104.6,audio/mp4,true,31,28,""
https://www.xiaoyuzhoufm.com/episode/69c953b4b977fb2c478df5c3,true,xyzcdn-regex,"134. 【数据的综述】和谢晨聊，新时代的石油、历史、版图、数据金字塔、定价与Recipe","",https://media.xyzcdn.net/626b46ea9cbbf0451cf5a962/lkInPy65_ZR4cQmK23rmHJ_hhLVQ.m4a,146.7,audio/mp4,true,33,33,""
https://www.xiaoyuzhoufm.com/episode/69b77577f8b8079bfa8eb837,true,xyzcdn-regex,"133. 对谢赛宁的7小时马拉松访谈：世界模型、逃出硅谷、AMI Labs、两次拒绝Ilya、杨立昆、李飞飞和42","",https://media.xyzcdn.net/626b46ea9cbbf0451cf5a962/lqXBPXddXfukbdlAP-NDrFNp-2wn.m4a,375.2,audio/mp4,true,34,30,""
https://www.xiaoyuzhoufm.com/episode/698ebb0b66e2c30377510cf6,true,xyzcdn-regex,"132. 对星海图创始人高继扬的3小时访谈：鲶鱼、曾国藩、Waymo与Momenta的两面、一只狼与许华哲的离开","",https://media.xyzcdn.net/626b46ea9cbbf0451cf5a962/lplNqS9I0z2b64zp9zF2h6EkhXjr.m4a,171.1,audio/mp4,true,34,55,""
https://www.xiaoyuzhoufm.com/episode/6976bdf0ef1cf272a76fa9f3,true,xyzcdn-regex,"131. 印奇出任阶跃星辰董事长的访谈：聪明人的诱惑、取舍、超长链路残酷淘汰赛、阶跃函数和超多元方程","",https://media.xyzcdn.net/626b46ea9cbbf0451cf5a962/lo-xQNj9qSh16zHeUQI6pQ3jOkjq.m4a,112.4,audio/mp4,true,495,29,""
https://www.xiaoyuzhoufm.com/episode/686ea9ee60f8f77d40b7975b,true,xyzcdn-regex,"EP 69. 对话硅谷AI应用增长顾问陈唱：深度解析HeyGen, Gamma, Otter.ai 百万用户增长实践","",https://media.xyzcdn.net/61cbaac48bb4cd867fcabe22/ll3twwwbhjLhX5lFLjzUAg0gYTIT.m4a,85.1,audio/mp4,true,38,27,""
https://www.xiaoyuzhoufm.com/episode/6a2a32c83eedf1f4b268db58,true,xyzcdn-regex,"王晶×罗永浩！谁还记得大导演张彻楚原？我死了什么都不需要留下","",https://media.xyzcdn.net/68981df29e7bcd326eb91d88/lrDssf4xU98BZVfCxK6Q1oKVm7nP.m4a,237.6,audio/mp4,true,53,31,""
https://www.xiaoyuzhoufm.com/episode/6a1ed39db30e1571ae9f85ee,true,xyzcdn-regex,"“悲观者正确，乐观者成功”，和好友亚婷聊聊AI行业的种种","",https://media.xyzcdn.net/6507bc165c88d2412626b401/lhlLbk88QXGKF7YAt0wHK4I7oeu9.m4a,53.7,audio/mp4,true,614,30,""
https://www.xiaoyuzhoufm.com/episode/6a275ed57444b5722235a897,true,xyzcdn-regex,"高手怎么用 AI？普通人怎么学 AI？投资人如何投 AI？｜对谈课代表立正","",https://media.xyzcdn.net/60502e253c92d4f62c2a9577/ljQYo4tz0o2-pmSl-Mjx6UmsuzsC.m4a,59.1,audio/mp4,true,37,30,""
https://www.xiaoyuzhoufm.com/episode/69a64629de29766da93331ec,true,xyzcdn-regex,"E45 孟岩对话李继刚：人何以自处","",https://media.xyzcdn.net/611719d3cb0b82e1df0ad29e/lvA2mFXeSE7V0sFV3mFpfFHBDAsk.m4a,367.6,audio/mp4,true,42,49,""
https://www.xiaoyuzhoufm.com/episode/6a2fd7d943a22a6955842cbd,true,xyzcdn-regex,"毕业季｜邪修人生！Vibe Coding时代，选专业不如这3个人生开挂のSkill！","",https://media.xyzcdn.net/65257ff6e8ce9deaf70a65e9/lkX7Jwu76CABaoQb6IwftS2dhzAE.m4a,40.1,audio/mp4,true,35,34,""
https://www.xiaoyuzhoufm.com/episode/6a303f394233e62bc54a72fc,true,xyzcdn-regex,"vol.51 对谈姜思达：面对真相的能力，比风口的保质期更长","",https://media.xyzcdn.net/65cef9e3cace72dff8d98de3/lgv3MmCH9GJGadmm9ggDmrlMMRJT.m4a,58.3,audio/mp4,true,54,37,""
https://www.xiaoyuzhoufm.com/episode/6a281b8434bdac55b506eb7b,true,xyzcdn-regex,"EP127 从 Skills 到自动化工作流，论 Agent 如何接管真实生产力 ⚙️","",https://media.xyzcdn.net/640ee2438be5d40013fe4a87/lnTWHOXpI433ptKe-nHOHb_5lbPZ.m4a,47.3,audio/mp4,true,154,49,""
https://www.xiaoyuzhoufm.com/episode/6a301a8543a22a6955845417,true,xyzcdn-regex,"77.有关智元、觅蜂的愿景与野心，和具身智能的竞速之旅｜与姚卯青的对谈","",https://media.xyzcdn.net/6627fda4b56459544087d86a/lmYYJxv4rxqk1Egjqyj_PQSV4V8M.m4a,165.6,audio/mp4,true,53,28,""
https://www.xiaoyuzhoufm.com/episode/6a30b9a143a22a6955847e3a,true,xyzcdn-regex,"Vol.124｜从迪士尼机器人到 OpenAI 情绪模型：他想造出机器的「生命感」","",https://media.xyzcdn.net/63ff0da51b1faf8a0b70b337/lnn0kxTVEXsKci_1H8abUVlyysNv.m4a,83.8,audio/mp4,true,35,36,""
https://www.xiaoyuzhoufm.com/episode/69e799f61e94ae6921d37727,true,xyzcdn-regex,"No.32 波士顿动力：为智能打造身体的公司","",https://media.xyzcdn.net/663e3c95af1e22bb157dcee3/lq8d7AFYu7pH3rnPhfc21uODg_xj.m4a,184.5,audio/mp4,true,122,27,""
https://www.xiaoyuzhoufm.com/episode/6a311e554233e62bc54ad7c9,true,xyzcdn-regex,"#586.All-in：Anthropic 的Fable风波、AI 国有化、通胀升温与加州选举乱象","",https://media.xyzcdn.net/670f3da40d2f24f28978736f/lh3XDnjcPN0ed7qtIj3A3oFBr53g.m4a,91.4,audio/mp4,true,40,28,""
https://www.xiaoyuzhoufm.com/episode/6a2a42f3dbccffcfa9c73187,true,xyzcdn-regex,"Vol.91  WWDC26 现场播客：创新者的窘境","",https://media.xyzcdn.net/6281264ad22bcf3950c80b56/lrQNuRe-RueEmJVbeDO1PCxL4HTv.m4a,52.9,audio/mp4,true,89,26,""
https://www.xiaoyuzhoufm.com/episode/6a2bae5f4233e62bc5489e39,true,xyzcdn-regex,"E239 对话沈帅波：打工人的尽头还是做自媒体？大人，时代变了","",https://media.xyzcdn.net/6013f9f58e2f7ee375cf4216/lm3YECIH5BaU_mps0A9wB1h2xcta.m4a,75.6,audio/mp4,true,36,31,""
https://www.xiaoyuzhoufm.com/episode/6a2a808262c3d8534722ac02,true,xyzcdn-regex,"泡沫的四个必要不充分条件","",https://media.xyzcdn.net/648b0b641c48983391a63f98/lo4XhK5fNW1DCoRwaCtTcSfJjr78.m4a,65.5,audio/mp4,true,39,47,""
https://www.xiaoyuzhoufm.com/episode/683f048f31215eb506235c98,true,xyzcdn-regex,"【串台 · AI炼金术】和 Mars 聊聊：像设计产品一样，设计 Prompt","",https://media.xyzcdn.net/6034daea97755b8fc9c66480/lkYD8TdPEbmFXBVAPx0iI534wdU_.m4a,130.8,audio/mp4,true,463,52,""
